customer_id,First Month,Second Month,Third Month,Fourth Month,Fifth Month,Sixth Month
416,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
417,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
418,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
419,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
420,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
421,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
422,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
423,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
424,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
425,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
426,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
427,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
428,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
429,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
430,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
431,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
432,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
433,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
434,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
435,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
436,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
437,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
438,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
439,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
440,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
441,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
442,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
443,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
444,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
445,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
446,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
447,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
448,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
449,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
450,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
451,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
452,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
453,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
454,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
455,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
456,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
457,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
458,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
459,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
460,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
461,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
462,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
463,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
464,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
465,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
466,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
467,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
468,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
469,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
470,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
471,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
472,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
473,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
474,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
475,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
476,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
477,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
478,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
479,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
480,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
481,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
482,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
483,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
484,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
485,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
486,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
487,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
488,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
489,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
490,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
491,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
492,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
493,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
494,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
495,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
496,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
497,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
498,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
499,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
500,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
501,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
502,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
503,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
504,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
505,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
506,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
507,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
508,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
509,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
510,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
511,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
512,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
513,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
514,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
515,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
516,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
517,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
518,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
519,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
520,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
521,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
522,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
523,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
524,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
525,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
526,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
527,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
528,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
529,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
530,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
531,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
532,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
533,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
534,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
535,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
536,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
537,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
538,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
539,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
540,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
541,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
542,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
543,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
544,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
545,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
546,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
547,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
548,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
549,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
550,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
551,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
552,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
553,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
554,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
